91.34 91.24 92.70    760.846 3
93.32 91.42 92.61    803.241 3
91.36 91.21 92.12    893.663 3
91.89 91.79 92.58   1826.534 3
91.07 90.79 92.82    585.458 3
89.89 91.09 92.18   1114.827 3
93.41 91.91 92.76   1000.879 3
94.40 91.12 91.91   2214.852 3
92.33 90.18 91.12   1513.794 3
91.03 91.82 92.91   1242.931 3
