86.80 89.00 90.58     11.110 2
85.24 86.61 89.67      8.127 2
84.28 86.91 90.27      7.262 2
83.76 83.79 87.45      7.980 2
85.13 87.33 89.76      6.927 2
83.90 87.42 90.70      6.593 2
85.60 86.21 89.42      7.546 2
85.16 87.67 90.42      6.651 2
85.05 88.09 90.48     10.430 2
86.73 87.18 89.76      6.806 2
