92.07 90.58 92.12    484.111 2
88.96 89.91 92.24    111.860 2
89.23 89.82 91.70    186.875 2
90.46 91.12 92.67    169.024 2
91.27 90.88 92.85    478.154 2
89.31 90.27 92.45    219.225 2
87.85 90.55 93.18    386.455 2
90.36 91.27 92.73    222.762 2
89.70 90.30 92.85    183.937 2
93.10 92.09 93.61    287.289 2
