78.20 79.53 85.31    569.738 2
78.39 80.48 84.77    338.028 2
77.38 80.35 84.60    373.968 2
79.33 79.71 84.60    507.980 2
78.42 79.13 84.37    187.258 2
77.62 79.72 84.47    495.046 2
79.81 79.65 84.21    463.692 2
78.70 80.06 84.16    266.769 2
78.60 79.65 84.00    257.630 2
77.49 79.34 84.38    112.745 2
